crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Brinjal,Silty,Summer,19,35,5.7,7.2,44,111,Medium,95,58,90,200,800,120,60,100,25.57,2766,Medium,Asia,Bangladesh
Tea,Red,Monsoon,8,30,4.7,5.3,220,396,High,365,85,100,500,2000,120,60,60,1.86,2044,Medium,Nepal,Mustang
Apple,Loamy,Autumn,16,25,5.9,7.2,64,138,Medium,154,57,75,1500,3000,120,60,120,15.72,2835,Hard,Asia,Indonesia
Millet (Pearl),Loamy,Winter,24,38,5.8,7.9,30,61,Low,89,27,61,200,800,60,30,30,1.3,340,Easy,India,Haryana
Oats,Sandy,Winter,11,26,5.8,7.1,40,116,Medium,101,56,81,500,1500,90,45,45,2.21,463,Medium,Nepal,Jhapa
Cotton,Clay,Autumn,21,37,6.4,7.7,44,67,Low,182,37,63,200,600,100,50,100,2.89,1157,Medium,Asia,Bangladesh
Coffee,Sandy,Autumn,17,24,5.5,6.4,120,202,Medium,374,61,89,800,2000,120,60,100,1.8,3318,Hard,Nepal,Sunsari
Ginger,Loamy,Spring,20,33,5.7,6.7,135,301,High,258,66,85,300,1500,80,50,50,18.87,2019,Medium,Nepal,Morang
Maize (Rainfed),Silty,Summer,20,36,5.7,6.8,67,132,Medium,100,57,75,200,1000,100,50,50,2.72,562,Medium,India,Gujarat
Turmeric,Alluvial,Spring,21,32,4.7,7.7,134,265,High,239,69,85,0,1500,60,60,120,25.59,1568,Easy,Asia,Bangladesh
Apple,Clay,Autumn,13,26,6.1,7.0,80,144,Medium,154,53,73,1500,3000,120,60,120,16.91,3219,Hard,Asia,Vietnam
Potato,Black,Winter,15,27,4.9,6.5,61,87,Medium,87,55,81,500,2000,150,80,120,16.68,2932,Medium,India,Andhra Pradesh
Linseed,Sandy,Monsoon,10,24,5.9,7.3,43,55,Low,126,42,69,300,1000,60,30,30,1.01,587,Medium,India,Andhra Pradesh
Cardamom,Alluvial,Monsoon,13,32,4.7,6.2,159,295,High,356,77,100,800,2000,100,50,100,0.44,5204,Hard,Nepal,Dhankuta
Beetroot,Peaty,Monsoon,12,23,5.9,7.3,47,83,Medium,84,58,70,200,1000,100,50,80,19.55,1656,Medium,Nepal,Kailali
Wheat (Winter),Red,Winter,3,18,6.2,7.4,53,98,Medium,139,40,66,300,800,110,55,55,2.71,741,Medium,Asia,Thailand
Wheat (Spring),Silty,Winter,12,25,6.0,7.5,48,119,Medium,106,53,76,200,600,120,60,60,3.92,699,Medium,Nepal,Chitwan
Groundnut,Alluvial,Summer,21,33,6.1,7.3,57,60,Medium,120,41,68,200,800,60,30,60,1.34,841,Medium,India,Uttar Pradesh
Pigeon Pea,Loamy,Monsoon,20,37,6.1,7.4,55,81,Low,189,43,70,300,1000,60,30,40,1.0,652,Medium,Nepal,Chitwan
Wheat (Spring),Peaty,Winter,11,26,6.3,7.4,34,111,Medium,112,50,70,200,600,120,60,60,3.9,645,Medium,Asia,Thailand
Green Beans,Laterite,Monsoon,17,30,6.0,7.5,60,94,Medium,83,58,81,200,1000,70,35,50,8.91,1256,Medium,India,Andhra Pradesh
Chili,Laterite,Winter,20,37,5.7,7.7,40,111,Medium,92,57,80,200,1000,100,50,80,9.91,2396,Medium,Asia,Bangladesh
Millet (Pearl),Sandy,Monsoon,24,42,5.9,7.8,34,94,Low,73,28,57,200,800,60,30,30,1.4,322,Easy,India,Gujarat
Coconut,Loamy,Spring,27,34,5.7,8.1,120,196,Medium,358,64,83,200,500,120,60,120,2.47,1812,Medium,Nepal,Kailali
Turmeric,Black,Spring,18,32,4.7,7.3,160,250,High,237,75,95,0,1500,60,60,120,20.22,1137,Easy,India,Uttar Pradesh
Finger Millet,Clay,Monsoon,17,31,5.4,7.6,50,107,Low,107,49,80,500,2000,70,35,35,1.83,437,Medium,India,Haryana
Cardamom,Silty,Winter,14,29,5.0,6.7,148,281,High,363,70,95,800,2000,100,50,100,0.48,5825,Hard,Nepal,Kailali
Cucumber,Clay,Summer,22,33,5.9,7.8,65,102,High,65,70,84,200,800,80,40,60,31.72,2254,Easy,Nepal,Mustang
Cotton,Laterite,Spring,19,36,6.7,7.8,27,69,Low,172,38,68,200,600,100,50,100,2.35,1412,Medium,Nepal,Sindhupalchok
Soybean,Loamy,Monsoon,22,37,6.0,7.5,63,96,Medium,113,51,80,300,1000,80,40,60,1.93,797,Medium,India,West Bengal
Carrot,Clay,Autumn,12,23,5.8,7.7,29,70,Medium,99,57,82,200,1000,100,50,100,25.41,1825,Easy,India,Maharashtra
Rice (Basmati),Loamy,Summer,18,39,6.2,7.3,85,138,Medium,110,57,77,300,800,100,50,50,2.51,1107,Medium,Asia,Bangladesh
Black Gram,Alluvial,Monsoon,27,36,6.0,7.4,60,75,Medium,97,50,70,200,800,50,25,30,0.95,635,Easy,India,Gujarat
Muskmelon,Laterite,Spring,26,33,6.2,7.5,24,61,Medium,76,51,70,200,800,90,45,90,28.14,2153,Easy,Nepal,Dhankuta
Sesame,Red,Monsoon,27,33,6.2,7.7,39,62,Low,94,38,70,200,800,60,30,30,0.69,461,Easy,Nepal,Jhapa
Large Cardamom,Black,Monsoon,10,26,4.3,6.2,136,351,High,340,78,100,1000,2000,40,40,60,0.61,3678,Hard,Nepal,Ilam
Black Gram,Red,Summer,25,33,6.2,7.8,39,87,Medium,83,46,75,200,800,50,25,30,1.1,659,Easy,Nepal,Morang
Wheat (Spring),Red,Winter,8,23,6.0,7.5,67,101,Medium,119,54,76,200,600,120,60,60,2.91,761,Medium,Nepal,Kailali
Watermelon,Black,Monsoon,26,35,6.3,7.7,40,81,Medium,96,48,71,200,800,100,50,100,28.68,2820,Easy,India,Punjab
Coriander,Alluvial,Spring,13,23,6.2,7.4,21,85,Medium,55,54,77,200,800,60,30,40,6.87,683,Easy,Nepal,Sindhupalchok
Potato,Black,Winter,17,24,5.1,6.6,35,94,Medium,77,58,82,500,2000,150,80,120,16.1,2950,Medium,Nepal,Gulmi
Pigeon Pea,Loamy,Winter,21,37,5.9,7.6,53,94,Low,178,40,72,300,1000,60,30,40,1.19,760,Medium,Nepal,Sindhupalchok
Maize (Irrigated),Silty,Summer,18,37,5.8,7.0,56,82,High,101,59,83,200,1000,120,60,60,4.73,848,Medium,Nepal,Ilam
Tea,Black,Spring,10,28,4.3,5.7,180,402,High,365,77,99,500,2000,120,60,60,1.74,3054,Medium,Nepal,Kailali
Cashew,Red,Autumn,27,37,5.7,7.6,76,119,Low,242,53,76,200,800,80,40,60,1.66,2277,Medium,India,West Bengal
Soybean,Loamy,Summer,21,34,6.3,7.4,34,83,Medium,120,52,78,300,1000,80,40,60,1.62,593,Medium,Asia,Bangladesh
Apple,Silty,Autumn,13,25,5.7,7.2,86,130,Medium,143,60,75,1500,3000,120,60,120,17.04,2871,Hard,Nepal,Sindhupalchok
Red Kidney Bean,Peaty,Spring,15,27,6.3,7.2,61,140,Medium,119,56,88,500,1500,70,35,50,1.43,814,Hard,India,Himachal Pradesh
Chili,Peaty,Winter,21,34,6.0,7.7,52,116,Medium,93,61,89,200,1000,100,50,80,11.38,1696,Medium,Nepal,Dhankuta
Garlic,Loamy,Summer,8,26,6.1,7.3,55,68,Medium,113,57,77,300,1200,120,60,80,9.69,2267,Hard,India,Assam
Orange,Loamy,Summer,16,34,5.5,7.5,87,208,Medium,190,58,80,500,1500,120,60,100,13.29,3188,Medium,Nepal,Jhapa
Almond,Loamy,Monsoon,6,32,6.0,7.7,20,87,Low,179,40,70,500,2000,80,40,80,3.05,3479,Hard,India,Tamil Nadu
Ridge Gourd,Peaty,Spring,23,37,6.2,7.5,50,94,Medium,68,61,81,200,800,80,40,60,17.13,1520,Easy,Nepal,Bara
Pigeon Pea,Sandy,Winter,18,33,6.0,7.7,49,98,Low,186,42,71,300,1000,60,30,40,1.29,565,Medium,Nepal,Kaski
Muskmelon,Loamy,Autumn,24,34,5.8,7.4,22,88,Medium,80,47,71,200,800,90,45,90,27.49,2516,Easy,Asia,Sri Lanka
Guava,Red,Autumn,21,33,5.5,7.5,73,144,Medium,171,52,84,200,1000,100,50,100,17.25,2186,Easy,India,Haryana
Ridge Gourd,Silty,Autumn,23,35,5.9,7.8,64,111,Medium,79,59,80,200,800,80,40,60,21.04,1722,Easy,Nepal,Chitwan
Fennel,Red,Spring,8,32,6.3,7.3,40,48,Medium,143,40,69,300,1000,80,40,60,1.1,1120,Medium,Asia,Sri Lanka
Sugarcane,Peaty,Autumn,21,36,5.8,7.5,116,206,High,362,60,89,200,800,150,80,150,77.96,2113,Medium,Asia,Indonesia
Cauliflower,Red,Autumn,14,27,5.7,7.1,47,119,High,61,62,90,200,800,150,80,120,15.7,1673,Medium,Asia,Vietnam
Groundnut,Clay,Winter,18,35,6.1,7.3,25,62,Medium,110,42,66,200,800,60,30,60,1.27,668,Medium,Asia,Bangladesh
Cotton,Alluvial,Monsoon,18,36,6.4,8.0,51,94,Low,174,40,61,200,600,100,50,100,2.35,1387,Medium,Nepal,Morang
Potato,Alluvial,Autumn,14,23,5.2,6.7,32,98,Medium,88,64,89,500,2000,150,80,120,22.01,2849,Medium,Nepal,Kailali
Coffee,Alluvial,Monsoon,17,26,5.6,6.5,123,206,Medium,368,63,85,800,2000,120,60,100,1.46,3118,Hard,Asia,Sri Lanka
Guava,Peaty,Winter,21,34,5.5,7.6,65,157,Medium,185,52,83,200,1000,100,50,100,18.32,2140,Easy,Asia,Sri Lanka
Grapes,Clay,Monsoon,13,33,6.3,7.7,61,101,Medium,141,55,73,300,1000,150,80,120,18.68,3535,Hard,Nepal,Kailali
Muskmelon,Silty,Autumn,23,36,5.9,7.2,37,73,Medium,86,53,78,200,800,90,45,90,25.51,2516,Easy,Asia,Vietnam
Cashew,Red,Monsoon,24,33,5.7,7.4,73,101,Low,245,56,79,200,800,80,40,60,1.69,2089,Medium,Asia,Indonesia
Wheat (Winter),Red,Winter,4,18,6.3,7.3,43,84,Medium,126,45,65,300,800,110,55,55,2.95,623,Medium,Nepal,Jhapa
Rice (Jhum),Peaty,Summer,21,34,5.4,6.9,138,213,Medium,110,63,82,500,1500,80,40,40,2.49,570,Hard,Nepal,Mustang
Pumpkin,Clay,Winter,19,33,6.2,7.5,44,66,Medium,92,54,80,200,800,80,40,80,26.05,1675,Easy,Nepal,Mustang
Linseed,Clay,Summer,11,26,6.3,6.9,37,50,Low,130,41,67,300,1000,60,30,30,0.87,541,Medium,Asia,Vietnam
Black Gram,Peaty,Summer,25,35,6.0,7.5,44,96,Medium,92,46,78,200,800,50,25,30,1.0,585,Easy,Nepal,Bara
Mustard Greens,Peaty,Winter,12,26,6.1,7.6,20,64,Medium,53,57,73,200,800,80,40,60,9.37,1182,Easy,Asia,Sri Lanka
Orange,Loamy,Spring,17,33,5.3,7.7,109,196,Medium,178,60,84,500,1500,120,60,100,12.24,2738,Medium,Asia,Thailand
Jute,Black,Summer,25,34,5.8,7.8,117,215,High,124,73,89,200,600,80,40,80,2.87,764,Medium,India,Andhra Pradesh
Bottle Gourd,Clay,Spring,22,35,6.2,7.3,61,100,High,98,55,89,200,800,90,45,70,25.15,1788,Easy,India,Himachal Pradesh
Peach,Silty,Summer,13,31,6.0,6.8,84,170,Medium,120,54,74,500,2000,100,50,100,11.97,2547,Hard,Nepal,Dhankuta
Rubber,Black,Winter,26,37,5.4,6.8,143,297,High,375,74,92,200,800,100,50,100,1.71,2080,Medium,India,Tamil Nadu
Areca Nut,Black,Summer,18,33,5.4,7.5,136,254,High,373,67,88,200,800,150,80,150,2.39,2939,Medium,India,Gujarat
Jackfruit,Black,Spring,23,33,5.5,7.5,116,191,Medium,188,55,84,200,800,100,50,100,20.92,2017,Easy,India,Andhra Pradesh
Lentil,Black,Winter,17,23,6.0,7.6,31,53,Low,100,43,66,300,1000,50,25,30,1.28,541,Medium,Nepal,Kaski
Rice (Marshi),Sandy,Summer,17,28,5.5,7.2,117,237,High,156,73,94,1500,2500,100,50,50,3.21,997,Medium,India,West Bengal
Capsicum,Clay,Autumn,20,30,5.7,6.8,51,134,Medium,82,69,86,200,1000,110,55,90,17.11,2173,Medium,Asia,Vietnam
Pumpkin,Laterite,Summer,19,36,5.9,7.4,36,75,Medium,100,53,78,200,800,80,40,80,28.65,1837,Easy,India,Maharashtra
Kodo Millet,Peaty,Winter,20,37,5.6,7.7,46,97,Low,81,44,71,400,1500,60,30,30,1.47,324,Medium,Asia,Vietnam
Bottle Gourd,Black,Winter,20,35,6.1,7.6,49,80,High,82,55,83,200,800,90,45,70,29.32,1756,Easy,India,Tamil Nadu
Mustard,Loamy,Monsoon,12,23,5.9,7.8,34,88,Low,112,52,74,0,2000,60,40,40,1.26,1085,Easy,Asia,Thailand
Garlic,Black,Autumn,9,23,5.9,7.4,42,79,Medium,116,53,70,300,1200,120,60,80,12.71,2833,Hard,Asia,Thailand
Carrot,Laterite,Autumn,11,27,6.3,7.4,28,83,Medium,94,63,75,200,1000,100,50,100,24.0,2001,Easy,Nepal,Kaski
Pigeon Pea,Clay,Spring,18,35,5.9,7.3,36,65,Low,176,42,70,300,1000,60,30,40,1.25,653,Medium,Nepal,Bara
Litchi,Silty,Summer,20,35,5.3,6.9,116,187,High,124,63,83,200,800,150,80,120,8.05,3386,Medium,India,Punjab
Buckwheat (Phapar),Red,Autumn,12,26,5.2,7.1,47,95,Low,63,54,66,2000,4000,20,20,20,1.12,760,Easy,India,Tamil Nadu
Jackfruit,Peaty,Summer,24,37,5.6,7.3,101,180,Medium,190,60,82,200,800,100,50,100,18.28,2051,Easy,Nepal,Sunsari
Plum,Peaty,Monsoon,11,24,5.9,7.0,81,157,Medium,130,54,79,1000,2500,90,45,90,11.11,2970,Hard,Nepal,Chitwan
Coconut,Sandy,Monsoon,27,33,5.4,7.8,83,218,Medium,370,61,81,200,500,120,60,120,2.98,1606,Medium,Asia,Thailand
Pear,Alluvial,Winter,9,26,6.3,7.1,69,153,Medium,111,57,73,1000,2500,100,50,100,11.26,3094,Hard,India,Tamil Nadu
Green Beans,Alluvial,Autumn,20,28,5.7,7.8,47,80,Medium,72,59,85,200,1000,70,35,50,10.3,1154,Medium,India,Himachal Pradesh
Coriander,Silty,Monsoon,17,25,5.9,7.2,31,82,Medium,60,54,73,200,800,60,30,40,5.95,688,Easy,Asia,Vietnam
Chili,Loamy,Summer,18,33,5.9,7.3,63,105,Medium,95,62,80,200,1000,100,50,80,10.79,1808,Medium,India,Haryana
Fennel,Silty,Spring,11,30,5.9,7.5,32,80,Medium,159,40,66,300,1000,80,40,60,0.96,1063,Medium,Asia,Bangladesh
Chili,Alluvial,Autumn,20,34,6.0,7.3,66,137,Medium,89,63,80,200,1000,100,50,80,11.03,1724,Medium,Asia,Vietnam
Apricot,Alluvial,Spring,8,31,5.9,7.4,73,124,Medium,111,46,68,1000,2500,90,45,90,7.65,2428,Hard,Asia,Indonesia
Muskmelon,Black,Autumn,27,36,6.2,7.2,60,61,Medium,80,55,70,200,800,90,45,90,23.56,2396,Easy,India,Andhra Pradesh
Green Beans,Silty,Autumn,18,32,6.2,7.7,45,90,Medium,90,63,84,200,1000,70,35,50,9.95,1476,Medium,Nepal,Gulmi
Wheat (Winter),Laterite,Winter,6,21,5.9,7.7,42,62,Medium,133,46,73,300,800,110,55,55,2.6,528,Medium,Asia,Vietnam
Little Millet,Alluvial,Spring,22,33,5.6,7.7,31,81,Low,76,39,75,400,1500,60,30,30,0.97,336,Medium,Nepal,Sindhupalchok
Grapes,Loamy,Autumn,15,33,6.1,7.3,31,113,Medium,145,46,74,300,1000,150,80,120,23.71,3355,Hard,Nepal,Ilam
Watermelon,Clay,Winter,26,34,5.8,7.4,43,72,Medium,92,48,78,200,800,100,50,100,35.04,2168,Easy,Nepal,Bara
Sorghum (Jowar),Loamy,Winter,23,41,6.1,8.3,43,64,Low,112,40,60,300,1000,80,40,40,1.71,470,Medium,India,Punjab
Rice (Basmati),Laterite,Monsoon,20,42,6.3,7.6,65,146,Medium,121,51,75,300,800,100,50,50,3.56,1075,Medium,Asia,Sri Lanka
Turmeric,Silty,Summer,20,31,4.5,7.8,151,265,High,272,67,90,0,1500,60,60,120,23.7,2259,Easy,Nepal,Kaski
Little Millet,Laterite,Autumn,22,34,5.6,7.5,64,112,Low,79,44,69,400,1500,60,30,30,1.04,253,Medium,Nepal,Kailali
Sunflower,Black,Autumn,19,35,5.7,7.4,29,90,Medium,115,45,75,300,1000,80,40,80,1.66,748,Medium,Nepal,Gulmi
Oats,Silty,Monsoon,9,23,5.7,7.2,52,122,Medium,101,60,81,500,1500,90,45,45,2.46,543,Medium,India,West Bengal
Watermelon,Peaty,Summer,27,33,6.1,7.5,29,97,Medium,86,47,75,200,800,100,50,100,28.69,2845,Easy,Nepal,Sunsari
Sweet Potato,Sandy,Winter,18,29,5.8,6.8,22,74,Low,111,57,84,300,1500,80,40,80,13.95,1963,Easy,Asia,Vietnam
Barley,Peaty,Winter,9,24,5.7,7.4,42,64,Low,92,35,64,500,1500,80,40,40,2.7,460,Medium,Nepal,Bara
Litchi,Black,Monsoon,19,36,5.7,6.8,87,187,High,114,65,86,200,800,150,80,120,8.63,2451,Medium,India,Tamil Nadu
Mango,Alluvial,Summer,22,33,5.3,7.6,72,160,Low,122,55,72,200,800,100,50,100,9.84,2882,Medium,India,Tamil Nadu
Cabbage,Black,Spring,16,27,5.9,7.2,44,101,High,70,62,82,200,800,140,70,110,18.5,2129,Medium,Asia,Sri Lanka
Green Beans,Clay,Winter,17,28,6.0,7.2,64,82,Medium,87,61,89,200,1000,70,35,50,10.45,1473,Medium,Nepal,Chitwan
Black Pepper,Sandy,Summer,25,36,5.6,6.8,169,249,High,371,70,93,200,800,120,60,120,1.14,3566,Hard,Asia,Sri Lanka
Lemon,Silty,Summer,20,37,5.6,7.7,78,150,Medium,112,57,83,200,1000,100,50,80,14.66,1957,Easy,Nepal,Chitwan
Buckwheat,Clay,Winter,17,26,5.3,6.8,86,129,Low,90,53,78,800,2500,60,30,30,0.96,320,Hard,Asia,Vietnam
Sorghum (Jowar),Laterite,Monsoon,23,42,6.0,8.1,58,85,Low,110,35,61,300,1000,80,40,40,2.16,396,Medium,Nepal,Mustang
Cumin,Clay,Autumn,14,31,6.0,7.9,27,48,Low,125,39,57,300,1000,60,30,30,0.6,1336,Hard,Asia,Sri Lanka
Guava,Black,Monsoon,20,33,5.7,7.2,74,140,Medium,190,54,84,200,1000,100,50,100,18.42,2906,Easy,Nepal,Mustang
Mustard,Clay,Winter,8,25,5.7,7.6,21,120,Low,114,47,69,0,2000,60,40,40,1.24,805,Easy,Nepal,Morang
Black Gram,Red,Summer,27,37,5.8,7.6,21,70,Medium,96,47,70,200,800,50,25,30,1.14,529,Easy,Nepal,Mustang
Cowpea,Peaty,Summer,24,36,6.2,7.2,56,98,Low,91,51,80,200,800,60,30,40,5.19,814,Easy,Asia,Thailand
Millet (Pearl),Black,Spring,25,41,6.1,8.1,59,73,Low,83,35,63,200,800,60,30,30,1.24,286,Easy,India,Haryana
Tea,Red,Winter,10,28,4.6,5.5,206,409,High,365,79,100,500,2000,120,60,60,2.4,3384,Medium,India,Maharashtra
Sugarcane,Alluvial,Autumn,19,36,5.8,7.7,108,197,High,355,58,81,200,800,150,80,150,64.32,2214,Medium,Asia,Thailand
Buckwheat,Silty,Autumn,16,25,5.7,6.8,63,132,Low,91,55,72,800,2500,60,30,30,1.14,286,Hard,Nepal,Bara
Apple (Mustang),Sandy,Autumn,6,27,5.3,6.9,99,109,Medium,217,64,77,2000,3500,50,30,70,8.38,2847,Hard,India,West Bengal
Red Chili,Silty,Winter,22,35,6.3,7.5,59,118,Medium,110,54,83,300,1000,100,50,80,1.7,2068,Medium,Nepal,Jhapa
Sorghum (Jowar),Silty,Spring,27,38,6.3,7.8,21,94,Low,117,31,68,300,1000,80,40,40,2.31,495,Medium,Nepal,Chitwan
Tobacco,Clay,Autumn,17,29,5.2,7.2,42,74,Medium,128,46,73,300,1000,120,60,120,1.74,2594,Hard,India,Gujarat
Ginger,Alluvial,Spring,19,36,5.7,6.6,130,302,High,254,70,91,300,1500,80,50,50,21.49,2346,Medium,Nepal,Mustang
Apple (Mustang),Laterite,Autumn,7,27,5.7,7.0,61,115,Medium,237,61,85,2000,3500,50,30,70,12.71,2203,Hard,Asia,Indonesia
Lentil (Musuro),Silty,Spring,13,26,6.3,7.6,47,88,Low,122,48,71,0,2000,20,40,20,1.18,1249,Easy,Nepal,Kailali
Barnyard Millet,Peaty,Winter,19,36,5.4,7.4,53,133,Medium,77,55,75,300,1200,70,35,35,1.57,380,Easy,Nepal,Chitwan
Turmeric,Clay,Spring,21,30,4.3,7.2,157,261,High,259,75,85,0,1500,60,60,120,27.82,1284,Easy,Nepal,Sindhupalchok
Cashew,Red,Monsoon,23,36,5.5,7.7,47,130,Low,246,55,81,200,800,80,40,60,1.62,2370,Medium,India,Maharashtra
Black Pepper,Clay,Winter,23,33,5.6,7.3,146,267,High,357,74,89,200,800,120,60,120,1.08,3231,Hard,India,Haryana
Cumin,Clay,Summer,16,32,5.9,7.7,28,24,Low,119,36,51,300,1000,60,30,30,0.54,1279,Hard,Asia,Thailand
Grapes,Laterite,Monsoon,15,36,6.0,7.4,51,107,Medium,145,55,75,300,1000,150,80,120,20.26,3971,Hard,Nepal,Gulmi
Pigeon Pea,Clay,Spring,19,33,6.0,7.6,48,97,Low,181,47,70,300,1000,60,30,40,1.36,610,Medium,Nepal,Kailali
Areca Nut,Black,Autumn,19,37,5.4,7.8,168,246,High,357,69,86,200,800,150,80,150,1.93,2684,Medium,Nepal,Ilam
Banana,Red,Winter,19,35,5.4,7.0,117,180,High,331,66,84,200,800,200,100,300,38.46,4398,Medium,Nepal,Dhankuta
Grapes,Peaty,Monsoon,13,37,5.8,7.5,60,110,Medium,158,55,71,300,1000,150,80,120,19.07,3202,Hard,Nepal,Bara
Apple (Mustang),Peaty,Autumn,3,24,5.3,7.2,94,115,Medium,234,61,76,2000,3500,50,30,70,9.18,4102,Hard,Nepal,Morang
Jute,Loamy,Summer,26,35,6.1,7.3,86,213,High,123,75,87,200,600,80,40,80,2.98,893,Medium,Nepal,Sindhupalchok
Carrot,Loamy,Spring,12,25,6.1,7.7,41,90,Medium,98,57,75,200,1000,100,50,100,27.28,1880,Easy,Nepal,Kaski
Chili,Clay,Monsoon,19,33,6.1,7.3,69,104,Medium,92,58,89,200,1000,100,50,80,10.24,2352,Medium,India,Himachal Pradesh
Pigeon Pea,Alluvial,Summer,21,36,5.8,7.3,23,89,Low,171,44,67,300,1000,60,30,40,1.44,581,Medium,Nepal,Jhapa
Coffee (Arabica),Red,Autumn,13,24,5.8,6.7,130,258,Medium,242,75,80,800,1600,60,40,80,1.73,2092,Hard,Nepal,Bara
Lentil (Musuro),Loamy,Winter,15,26,6.1,7.7,37,95,Low,138,51,67,0,2000,20,40,20,1.44,878,Easy,India,Gujarat
Drumstick,Clay,Monsoon,24,39,6.0,7.6,45,107,Low,204,49,81,200,800,80,40,60,54.64,2935,Easy,Nepal,Jhapa
Linseed,Black,Autumn,9,26,5.9,6.9,31,51,Low,129,36,60,300,1000,60,30,30,1.11,559,Medium,Asia,Bangladesh
Sorghum (Jowar),Clay,Winter,24,41,5.9,8.0,53,80,Low,122,36,60,300,1000,80,40,40,2.22,387,Medium,India,West Bengal
Horse Gram,Loamy,Autumn,18,33,5.8,7.5,41,50,Low,115,43,67,300,1000,40,20,25,0.79,471,Easy,Nepal,Chitwan
Rice (Jhum),Alluvial,Monsoon,21,36,5.2,7.3,137,213,Medium,128,60,87,500,1500,80,40,40,2.19,482,Hard,India,Andhra Pradesh
Mustard,Clay,Winter,8,25,6.0,7.4,26,82,Low,113,48,70,0,2000,60,40,40,1.06,643,Easy,India,Haryana
Wheat (Winter),Black,Winter,6,19,6.2,7.7,50,98,Medium,130,46,72,300,800,110,55,55,3.24,701,Medium,Nepal,Ilam
Rice (Boro),Laterite,Monsoon,14,28,5.2,7.3,32,86,High,157,48,80,0,500,130,65,65,4.9,1052,Medium,Nepal,Dhankuta
Green Gram,Loamy,Monsoon,25,34,5.8,7.3,20,67,Low,80,46,66,200,800,40,20,25,0.86,476,Easy,India,Punjab
Grapes,Laterite,Monsoon,17,34,6.1,7.4,48,107,Medium,147,55,79,300,1000,150,80,120,22.58,4154,Hard,Asia,Thailand
Pear,Loamy,Spring,10,24,6.2,6.9,99,158,Medium,110,55,77,1000,2500,100,50,100,9.81,2264,Hard,India,Andhra Pradesh
Groundnut,Laterite,Autumn,20,33,5.9,7.8,37,98,Medium,118,46,73,200,800,60,30,60,1.66,931,Medium,Nepal,Ilam
Okra,Clay,Winter,26,36,6.2,7.8,63,115,Medium,53,55,77,200,800,80,40,60,11.95,1559,Easy,India,Maharashtra
Kodo Millet,Peaty,Autumn,21,34,5.4,7.5,59,100,Low,95,47,66,400,1500,60,30,30,1.1,366,Medium,Nepal,Chitwan
Walnut,Laterite,Monsoon,4,23,5.9,7.7,87,155,Medium,184,53,75,1500,3000,100,50,100,5.82,3563,Hard,India,Andhra Pradesh
Soybean,Silty,Summer,20,33,5.8,7.4,43,95,Medium,109,54,84,300,1000,80,40,60,1.71,758,Medium,Asia,Indonesia
Banana,Red,Spring,22,37,5.4,7.0,91,201,High,320,67,86,200,800,200,100,300,36.6,4243,Medium,Nepal,Chitwan
Sesame,Silty,Spring,27,36,6.1,7.5,13,46,Low,89,41,67,200,800,60,30,30,0.74,480,Easy,Nepal,Ilam
Rice (Aman),Sandy,Monsoon,18,38,5.2,7.8,140,318,High,136,75,95,0,500,110,55,55,4.58,788,Easy,India,Punjab
Rice (Jhum),Red,Summer,20,37,5.5,7.2,132,186,Medium,127,67,83,500,1500,80,40,40,2.22,618,Hard,India,Assam
Peach,Alluvial,Summer,17,31,6.0,7.2,77,132,Medium,112,57,72,500,2000,100,50,100,12.37,2687,Hard,Nepal,Morang
Coconut,Alluvial,Summer,23,34,5.7,7.8,82,180,Medium,371,58,89,200,500,120,60,120,2.36,1685,Medium,Asia,Bangladesh
Pear,Red,Spring,10,25,5.9,6.8,68,135,Medium,122,50,76,1000,2500,100,50,100,13.11,2586,Hard,India,Andhra Pradesh
Mustard,Red,Spring,12,25,5.7,7.6,45,110,Low,117,48,66,0,2000,60,40,40,1.43,875,Easy,Nepal,Morang
Watermelon,Black,Autumn,27,35,6.0,7.7,29,78,Medium,90,54,71,200,800,100,50,100,30.07,2773,Easy,Nepal,Kailali
Areca Nut,Loamy,Autumn,19,33,5.7,7.8,163,230,High,368,74,93,200,800,150,80,150,2.17,2484,Medium,Nepal,Gulmi
Rice (Jhum),Black,Summer,20,35,5.7,7.3,138,220,Medium,122,67,86,500,1500,80,40,40,2.18,575,Hard,Asia,Indonesia
Tobacco,Peaty,Summer,13,32,5.5,7.7,22,94,Medium,123,51,73,300,1000,120,60,120,1.81,2976,Hard,Asia,Bangladesh
Oats,Loamy,Spring,11,24,5.8,6.9,59,113,Medium,95,52,78,500,1500,90,45,45,1.86,515,Medium,India,Himachal Pradesh
Kodo Millet,Peaty,Winter,21,35,5.7,7.7,50,80,Low,89,41,66,400,1500,60,30,30,1.37,307,Medium,Asia,Bangladesh
Jute,Clay,Spring,22,37,5.9,7.2,107,220,High,111,71,87,200,600,80,40,80,2.11,795,Medium,India,West Bengal
Rice (Jhum),Loamy,Summer,22,36,5.3,6.9,120,192,Medium,119,66,90,500,1500,80,40,40,2.37,676,Hard,Nepal,Sindhupalchok
Barnyard Millet,Peaty,Autumn,19,34,5.4,7.4,56,138,Medium,75,49,80,300,1200,70,35,35,1.42,333,Easy,Nepal,Jhapa
